timestamp,c,h,l,o
2020-11-20T19:00:00Z,18620.043897475432,18631.106906204343,18537.435625071288,18565.628920668176
2020-11-20T20:00:00Z,18632.298767051016,18632.298767051016,18564.113843662566,18592.07406314525
2020-11-20T21:00:00Z,18557.277157274963,18622.043104527613,18544.80062511203,18611.689463340917
2020-11-20T22:00:00Z,18526.23532803637,18589.096156568186,18500.941457317083,18568.51145271213
2020-11-20T23:00:00Z,18624.912737033366,18638.258003946456,18584.526043488288,18601.023414347863
2020-11-21T00:00:00Z,18732.30445532071,18757.378767976574,18624.943252730976,18643.24930829614
2020-11-21T01:00:00Z,18831.60654865557,18866.337781587798,18817.79121488093,18826.409709421874
2020-11-21T02:00:00Z,18761.466931989162,18933.06450212801,18745.22211109821,18815.79725060276
2020-11-21T03:00:00Z,18653.602796281237,18765.868458761768,18621.65827169394,18720.938255155426
2020-11-21T04:00:00Z,18563.40594975137,18625.624811104713,18475.09845582433,18625.624811104713
2020-11-21T05:00:00Z,18629.71515161729,18629.71515161729,18534.351647442712,18541.438255762307
2020-11-21T06:00:00Z,18625.335126956892,18692.979404946393,18614.942162741514,18627.97415997834
2020-11-21T07:00:00Z,18666.875592051296,18698.91141570375,18603.265697768733,18610.376367592926
2020-11-21T08:00:00Z,18721.94986598383,18727.595464050613,18652.08400130148,18652.08400130148
2020-11-21T09:00:00Z,18623.25923177136,18746.89338458456,18610.17196619268,18746.89338458456
2020-11-21T10:00:00Z,18617.287972023165,18669.584547756276,18617.287972023165,18620.71882222767
2020-11-21T11:00:00Z,18481.161559879583,18654.937526462505,18481.161559879583,18602.067156052548
2020-11-21T12:00:00Z,18646.877722568468,18646.877722568468,18444.358924897166,18504.74831640192
2020-11-21T13:00:00Z,18750.42276047971,18772.618269398637,18612.619709035298,18612.619709035298
2020-11-21T14:00:00Z,18714.430092693034,18759.54881781727,18628.587145224305,18759.54881781727
2020-11-21T15:00:00Z,18742.58375782971,18758.18981419673,18624.40706102772,18707.16876401845
2020-11-21T16:00:00Z,18763.245586576737,18858.210993881064,18728.73009200673,18746.537679042947
2020-11-21T17:00:00Z,18724.753952702096,18726.37791895075,18663.573975532534,18680.772325530234
2020-11-21T18:00:00Z,18742.90467546646,18753.871096039104,18708.51307187527,18708.51307187527
2020-11-21T19:00:00Z,18657.060741089444,18731.771569400193,18593.94010957328,18711.55550248289
2020-11-21T20:00:00Z,18594.699406340107,18646.36903780583,18564.17332062976,18646.36903780583
2020-11-21T21:00:00Z,18626.33593345928,18643.606242651058,18563.778939921216,18616.04830658864
2020-11-21T22:00:00Z,18585.867378379506,18622.895399452496,18523.306115973788,18622.895399452496
2020-11-21T23:00:00Z,18681.88473987622,18681.88473987622,18586.89188178732,18589.984461105996
2020-11-22T00:00:00Z,18598.676644761967,18687.77618649418,18598.676644761967,18642.232765928307
2020-11-22T01:00:00Z,18411.914038179788,18629.06996587056,18364.9885075075,18492.23443804149
2020-11-22T02:00:00Z,18537.04981879569,18537.04981879569,18363.769812763487,18363.769812763487
2020-11-22T03:00:00Z,18508.421456669595,18544.978377154788,18471.458727559104,18544.978377154788
2020-11-22T04:00:00Z,18524.176274821803,18524.176274821803,18410.98603817218,18503.594534448304
2020-11-22T05:00:00Z,18447.305376228807,18513.11433269164,18447.305376228807,18513.11433269164
2020-11-22T06:00:00Z,18447.41935583066,18503.382231864223,18337.113278051907,18453.482998204174
2020-11-22T07:00:00Z,18428.725890103535,18428.725890103535,18301.839261762467,18417.559296641466
2020-11-22T08:00:00Z,18235.487617932886,18426.007267328754,18235.487617932886,18423.230085332347
2020-11-22T09:00:00Z,18350.144823838706,18350.144823838706,18196.605463973177,18196.605463973177
2020-11-22T10:00:00Z,18091.63536359314,18339.991188852626,18091.63536359314,18246.750189304774
2020-11-22T11:00:00Z,17742.323164156074,18113.10545173005,17742.323164156074,18113.10545173005
2020-11-22T12:00:00Z,18109.714197859772,18116.493752240043,17709.23526028505,17709.23526028505
2020-11-22T13:00:00Z,18138.970429421526,18191.273053910052,18056.511442224604,18063.221479515516
2020-11-22T14:00:00Z,18175.66286980401,18230.673837811166,18135.91661884901,18162.14089338925
2020-11-22T15:00:00Z,18242.271117238215,18291.786799396457,18174.89255907548,18174.89255907548
2020-11-22T16:00:00Z,18467.890209647103,18467.890209647103,18246.502683684586,18285.298041869366
2020-11-22T17:00:00Z,18461.827838659094,18504.3353383875,18439.91043137408,18504.177999808195
2020-11-22T18:00:00Z,18492.796623007947,18552.23159817522,18440.557220403047,18440.557220403047
2020-11-22T19:00:00Z,18521.604691138993,18524.770642140462,18463.414158676227,18484.81877246597
2020-11-22T20:00:00Z,18504.046345664,18611.239202096313,18504.046345664,18524.10133730983
2020-11-22T21:00:00Z,18560.426138881965,18565.319827491552,18474.734091136317,18510.291999429952
